Mean,Median,Standard Deviation,Minimum,Maximum,10th Percentile,90th Percentile,AR(1)
0.0005767837300524667,0.0005396071397366,0.00012027316413998103,0.000436285714386,0.0008090000067438,0.00046068571225205997,0.00070533332805747,0.8211802821022041
1.572295161281211,0.6916171482631138,1.5302936217827576,0.2413321414164134,6.406602587018695,0.31056182810238425,3.9630156925746376,0.9690323904673532
157.950669660201,92.33498709542413,122.0517451441777,31.99721200125558,503.7677786690848,58.76102828979492,367.0626804896764,0.9715191521018042
0.46858538423414897,0.27795635908842087,0.5657453097363467,0.0266127141990831,2.864530052457537,0.04266905688813748,1.2828541278839114,0.9876377565095255
0.14834378800989634,0.06891378600682524,0.15372945945497196,0.0116981428914836,1.27006999651591,0.021122142778975568,0.3413665533065796,0.9529831336266625
0.2027024925227569,0.0798207138265882,0.3113095992642298,0.0115124285221099,2.000081022580465,0.0143184284546545,0.44965748276029327,0.975082538756469
1.6572650145473224,1.0190983499799455,1.598947217516066,0.191623140658651,6.899512222834995,0.25649449548551007,3.7903699023383,0.9772749401230226
0.10244961992265812,0.0677732851888452,0.10595323222577543,0.0117407143115997,0.395236998796463,0.01348408553749318,0.2900427997112274,0.9658188968142508
0.5427774009830237,0.31511321663856506,0.49907227046548247,0.0922471433877945,2.417026996612549,0.1373923580561365,1.355236939021519,0.9713728903840962
0.3958089774683574,0.18705992932830534,0.6534614172174648,0.0510238568697656,3.70175051689148,0.06536918601819444,0.9990295597485137,0.9813229178941463
0.0356389815427442,0.0237428572561059,0.03881780982038618,0.0011802857043221,0.170046431677682,0.0022108571470848,0.0971405708364078,0.9798085971009175
3.0748474053232187,2.8505587577819824,2.299925595381413,0.3594708527837481,11.990489823477608,0.5986542097159795,5.845159755434309,0.9599889036390994
4.297152688229905,3.9942453929356168,3.3099381360892526,1.0438892841339111,19.371332032339915,1.401527088029044,7.095467608315603,0.9471633046977123
2.9318113506341184,1.9353163497788564,1.859388075966016,0.915949285030365,8.87831905909947,1.096265993799482,5.428108222143989,0.9568233388763571
8.195305380556318,7.608302661350795,2.9479674320732876,3.441008261271885,16.902201925005233,4.89013273375375,12.138217394692559,0.9132092576035776
15.6648952414023,9.362623759678431,16.082718504308126,0.7096891880035401,75.03258786882672,2.5413591589246476,40.912282126290485,0.9720348933277134
1.2520537880488805,1.1538894261632646,0.3516486414904514,0.7951279963765826,2.078705395971025,0.8830111707959856,1.888086245741163,0.9466206782628889
0.5312424765692817,0.4664268578801836,0.2544009076658148,0.3131781475884573,1.5399539470672607,0.3668680846691131,0.6552519202232361,0.9109294217224331
0.0761336826318607,0.0569657151188169,0.04861859961876963,0.0354142854256289,0.2485069973128182,0.0388481425387518,0.1532759964466095,0.9497093201372028
11.500706820239078,9.316133158547538,9.016301911306437,1.9236308336257932,39.67152459280832,3.0194863966533116,27.109235872541152,0.9793704016469656
0.7166980435342016,0.28942571793283733,0.7778992927657822,0.0990188579474176,3.19734001159668,0.15142449843032013,2.1529577289308826,0.9618136088118437
30.6330296882232,18.743394579206196,27.47404772142455,2.9963181700025285,118.41915021623883,9.190204075404576,76.06991359165737,0.9762889634122747
0.623125086023694,0.5432012932641166,0.26823150697922454,0.3169599984373365,1.4690790176391602,0.35054011515208655,0.9919581685747425,0.9674811196723084
24.719596568577003,8.337541137422834,34.60860371804468,0.1527047991752624,147.69053431919642,2.6591860737119415,73.33070373535158,0.985890651927964
1.1632191201502626,1.0943774325507027,0.371221279425843,0.6919881446020943,2.7886944157736644,0.802122243813106,1.5091462186404645,0.9050272087108986
14.396373838640688,9.736811774117609,13.243239483391813,3.035952397755214,67.45803724016461,4.004332154137748,28.004496928623748,0.9701842232496394
4.002170315518254,1.8374509981700355,4.177366368778596,0.2303881432328905,18.68914876665388,0.3898574318204608,9.223058319091797,0.9710803991632527
0.37310716210425027,0.2551162860223225,0.28013865291785606,0.1131911416138921,1.46771616595132,0.17084152911390577,0.7841484733990263,0.9747088634797524
426.0693796562426,280.9391054425921,416.47549295782636,91.66530173165458,3007.0942731584823,119.80502417428151,854.9704371861054,0.9635424524091876
